"","rep.0..days.","rep.0..days."
"178",29652.9085376516,20319.592285825
"179",29569.1969563839,20326.5938052572
"180",29782.8622677191,20285.993406041
"181",29747.3695936669,20272.5271149993
"182",29750.5016175656,20234.6894534915
"183",29833.5233765479,20206.6640484208
"184",30178.0487856624,20202.0356830189
"185",30104.6174314731,20162.7516448275
"186",30007.2714399739,20152.5918021932
"187",30263.9999603753,20139.9331874138
"188",30807.1892716095,20122.3655053526
"189",31908.7859348588,20107.5666469323
"190",31463.7903315576,20110.3344950432
"191",32489.6963800152,20102.5273444014
"192",31156.2292036337,20108.097198954
"193",30761.3900425299,20096.3316215792
"194",31404.2790481561,20082.2482148428
"195",32079.3183565521,20083.5073802143
"196",32717.2329576667,20086.2479604661
"197",31990.7211232611,20082.3020833615
"198",32251.1897934655,20073.5137382841
"199",32995.472773455,20068.3811994954
"200",33493.4765547318,20057.2126468637
"201",34628.6166179211,20058.9203222063
"202",36225.8220102775,20055.9364240206
"203",34651.7155970753,20058.8813854436
"204",34546.8948690289,20055.0477831774
"205",32932.4093242104,20048.6309215625
"206",33288.6654922306,20046.0491705156
"207",32917.9470799957,20044.7440648973
"208",32878.612974344,20045.7506014841
"209",32432.6269788318,20045.5849012761
"210",33466.8604911864,20042.5196262979
"211",33017.4693390934,20041.9055604927
"212",32524.1158170701,20049.233985609
"213",33218.5419388864,20051.824607241
"214",33319.9515564889,20050.0607202853
"215",34035.1802010562,20054.794947665
"216",33715.3772446897,20048.7385898668
"217",33728.9260454352,20056.295309681
"218",34341.3630963605,20054.2239860669
"219",34441.7555098132,20049.9473191467
"220",34958.3600391848,20047.5011493557
"221",34599.1130757661,20038.7813453874
"222",34800.5071982461,20040.0764670136
"223",34381.3042491632,20037.4560640938
"224",33892.0082101994,20033.3178294281
"225",33710.281552792,20032.6211029826
"226",33375.2963180666,20038.1668385356
"227",33155.7264248147,20045.2251000649
"228",33857.7205198179,20031.3237974767
"229",33675.7556815775,20036.0911966545
"230",33754.9793791315,20047.8219357377
"231",33419.7223250119,20048.6333433456
"232",32224.3899938636,20048.149987282
"233",32515.0824795652,20077.4466727287
"234",31695.8554194081,20081.625010281
"235",31659.6133736362,20087.4629454689
"236",32510.9595824505,20095.5802614123
"237",32223.2766862522,20086.2871699966
"238",32140.4953225658,20086.3754864904
"239",31811.2789372676,20089.0898827951
"240",31774.2401197271,20082.4812700347
"241",32144.1517095122,20092.8565862766
"242",32649.2408928512,20094.9703521
"243",33051.0086859994,20095.6295419727
"244",33088.0966848169,20087.624437273
"245",32944.2837310163,20095.4448813136
"246",33037.7079008039,20104.7003226508
"247",32886.2071782225,20098.9590133111
"248",32231.5777532009,20101.2872051708
"249",31711.6462430591,20104.3198182397
"250",31765.7020637181,20093.6767965582
"251",32288.0395078454,20107.2109767985
"252",32859.9901857253,20106.5962812385
"253",32696.7107333245,19877.0871300305
"254",32766.0471281664,19886.4385527373
"255",32829.1903547759,19853.1813009728
"256",32818.7659571131,19854.8792455613
"257",32936.5243368219,19840.2522390427
"258",32930.5633390868,19804.5321992163
"259",32904.2931232407,19791.7846361241
"260",33018.6378794462,19777.9411189099
"261",33155.5796503683,19782.243357913
"262",33123.3918968128,19772.7602530406
"263",33152.3776687613,19771.702767754
"264",32946.4385137173,19786.8130269928
"265",32907.7777698851,19776.7313892661
"266",33037.3567948199,19747.6936868133
"267",33065.1905367729,19737.9556727105
"268",32964.5950679815,19730.9525884065
"269",32926.8941822468,19726.6685354592
"270",32801.4506796748,19712.2379526634
"271",32774.8888138436,19711.8450376696
"272",32750.7141028541,19711.5156191265
"273",32821.598700474,19720.4921429225
"274",32900.1688681972,19716.8356485777
"275",32813.5123948358,19702.0179678039
"276",32834.9260421004,19701.0725024442
"277",32979.4445149612,19696.1127352645
"278",32953.7837490724,19688.5396141327
