"","rep.0..days.","rep.0..days."
"395",30614.8689157696,17456.2775283556
"396",30617.5782085672,17457.8223387257
"397",30620.2877411263,17459.3672858053
"398",30622.9975134681,17460.9123696065
"399",30625.7075256139,17462.4575901415
"400",30628.4177775849,17464.0029474222
"401",30631.1282694023,17465.5484414608
"402",30633.8390010873,17467.0940722694
"403",30636.5499726611,17468.6398398601
"404",30639.2611841451,17470.1857442451
"405",30641.9726355603,17471.7317854364
"406",30644.6843269281,17473.2779634461
"407",30647.3962582697,17474.8242782863
"408",30650.1084296063,17476.3707299692
"409",30652.8208409591,17477.9173185069
"410",30655.5334923495,17479.4640439114
"411",30658.2463837986,17481.0109061949
"412",30660.9595153277,17482.5579053694
"413",30663.672886958,17484.1050414472
"414",30666.3864987108,17485.6523144403
"415",30669.1003506073,17487.1997243609
"416",30671.8144426688,17488.747271221
"417",30674.5287749166,17490.2949550328
"418",30677.2433473718,17491.8427758083
"419",30679.9581600557,17493.3907335598
"420",30682.6732129897,17494.9388282993
"421",30685.388506195,17496.487060039
"422",30688.1040396927,17498.035428791
"423",30690.8198135043,17499.5839345674
"424",30693.535827651,17501.1325773803
"425",30696.2520821539,17502.6813572419
"426",30698.9685770345,17504.2302741642
"427",30701.6853123139,17505.7793281595
"428",30704.4022880135,17507.3285192398
"429",30707.1195041545,17508.8778474173
"430",30709.8369607582,17510.4273127042
"431",30712.5546578459,17511.9769151124
"432",30715.2725954389,17513.5266546543
"433",30717.9907735584,17515.0765313419
"434",30720.7091922258,17516.6265451873
"435",30723.4278514622,17518.1766962027
"436",30726.1467512891,17519.7269844003
"437",30728.8658917277,17521.2774097921
"438",30731.5852727993,17522.8279723903
"439",30734.3048945251,17524.3786722071
"440",30737.0247569266,17525.9295092546
"441",30739.7448600249,17527.480483545
"442",30742.4652038414,17529.0315950903
"443",30745.1857883974,17530.5828439027
"444",30747.9066137143,17532.1342299945
"445",30750.6276798132,17533.6857533777
"446",30753.3489867155,17535.2374140644
"447",30756.0705344425,17536.7892120669
"448",30758.7923230156,17538.3411473973
"449",30761.514352456,17539.8932200677
"450",30764.2366227851,17541.4454300903
"451",30766.9591340241,17542.9977774772
"452",30769.6818861945,17544.5502622406
"453",30772.4048793174,17546.1028843927
"454",30775.1281134143,17547.6556439457
"455",30777.8515885065,17549.2085409116
"456",30780.5753046153,17550.7615753026
"457",30783.299261762,17552.3147471309
"458",30786.0234599679,17553.8680564087
"459",30788.7478992545,17555.4215031481
"460",30791.4725796429,17556.9750873613
"461",30794.1975011546,17558.5288090605
"462",30796.9226638109,17560.0826682578
"463",30799.6480676332,17561.6366649654
"464",30802.3737126427,17563.1907991954
"465",30805.0995988609,17564.7450709601
"466",30807.825726309,17566.2994802715
"467",30810.5520950084,17567.854027142
"468",30813.2787049805,17569.4087115836
"469",30816.0055562467,17570.9635336085
"470",30818.7326488282,17572.5184932289
"471",30821.4599827464,17574.073590457
"472",30824.1875580227,17575.6288253049
"473",30826.9153746785,17577.1841977849
"474",30829.643432735,17578.7397079091
"475",30832.3717322138,17580.2953556896
"476",30835.100273136,17581.8511411388
"477",30837.8290555232,17583.4070642687
"478",30840.5580793966,17584.9631250915
"479",30843.2873447777,17586.5193236195
"480",30846.0168516878,17588.0756598647
"481",30848.7466001482,17589.6321338395
"482",30851.4765901805,17591.188745556
"483",30854.2068218058,17592.7454950263
"484",30856.9372950457,17594.3023822627
"485",30859.6680099215,17595.8594072774
"486",30862.3989664546,17597.4165700825
"487",30865.1301646664,17598.9738706903
"488",30867.8616045782,17600.5313091129
"489",30870.5932862115,17602.0888853626
"490",30873.3252095876,17603.6465994515
"491",30876.0573747279,17605.2044513918
"492",30878.7897816539,17606.7624411957
"493",30881.5224303869,17608.3205688755
"494",30884.2553209483,17609.8788344433
"495",30886.9884533595,17611.4372379114
"496",30889.721827642,17612.9957792919
"497",30892.4554438171,17614.554458597
"498",30895.1893019063,17616.113275839
"499",30897.9234019309,17617.6722310301
"500",30900.6577439123,17619.2313241824
"501",30903.392327872,17620.7905553082
"502",30906.1271538314,17622.3499244197
"503",30908.8622218119,17623.909431529
"504",30911.597531835,17625.4690766485
"505",30914.3330839219,17627.0288597903
