"","rep.0..days.","rep.0..days.","rep.0..days.","rep.0..days.","rep.0..days."
"260",30389.0448714248,31258.2163898277,30130.2299488962,32558.3216558714,34233.8814175513
"261",30372.9958415378,31255.9125437243,30113.9959318156,32529.8809145631,34207.5812988744
"262",30461.28330109,31221.6653254733,30182.6583892262,32622.629338843,34160.1183456283
"263",30418.3861624094,31136.9196173971,30153.6605132932,32649.0149330541,34198.6592324771
"264",30389.6260707766,31136.9802339972,30180.6661961759,32777.2097257101,34179.7415732221
"265",30421.0625335207,31069.7600909306,30049.6186005066,32818.2826552852,34265.1999050843
"266",30369.9143561548,31098.0472502629,29935.3304986262,32738.2663243911,34319.3832623211
"267",30328.8975716575,31080.1905841319,29980.4711413754,32817.4730336207,34236.7802190718
"268",30148.6676341077,31029.9697876115,29959.4442093493,32672.3827044321,34196.244791604
"269",30034.3660575038,31032.6637105391,29958.4264663291,32646.4388367165,34211.4952667179
"270",30157.8674025631,31017.8327615004,29929.7855864019,32596.5441764184,34211.323864089
"271",30250.9143090853,31060.528513446,29966.6556501388,32535.9732281109,34196.4514239995
"272",30230.1416543083,31044.8795134571,29853.7929635351,32569.1394834427,34133.4635666133
"273",30082.8412598219,31048.7391077984,29729.2013417363,32476.8426837839,34143.4049524012
"274",30051.3115376298,30999.1784608164,29697.2179596469,32449.7304375034,34156.2754481555
"275",29997.370080188,30995.4196532827,29674.1384961701,32483.1716765135,34119.3960334755
"276",29951.127389549,30990.0235319991,29651.4944896647,32571.3832841153,34125.2326797093
"277",29949.5252835034,31019.982656565,29654.8409943544,32665.6741674635,34145.4870319733
"278",29855.8407202284,30999.9231057034,29685.2382613119,32690.9299883457,34150.9285140503
"279",29873.2954584555,30994.8163775154,29656.0667923068,32729.3553094304,34126.568887238
"280",29873.2385836081,30986.2817970031,29691.9542082234,32822.3548805468,34164.2631321306
"281",29797.8410473688,30981.9094888701,29673.0897225456,32913.8855326475,34096.8072742523
"282",29754.4177787266,31002.8744142963,29661.486702125,32957.5574631306,34094.7932041542
"283",29770.5234530284,31008.464532574,29651.7381482306,32997.2487058703,34069.1346394228
"284",29818.1951043709,31001.3534171177,29683.5526937373,33044.3110767763,34100.3554770994
"285",29844.791883356,30983.1373938121,29701.9101156729,33018.2605539197,34102.7359922864
"286",29937.9988783085,30982.5700448943,29672.1800193173,33081.5009762908,34083.2037500419
"287",29986.4257484492,30983.6872724849,29673.8422825159,33102.5360368525,34061.1063195816
"288",29996.1822414129,30982.840115351,29646.4970425616,33171.3836686471,34046.2879229406
"289",29964.6591078927,30996.994480203,29681.5904803682,33414.4645209497,34070.4279928047
"290",30047.7647104471,30981.9101708245,29631.5841230829,33615.2301552141,34061.6535987081
"291",30217.9080124448,30978.5562708282,29621.551127774,33382.8046782209,34083.0245645528
"292",30286.0133012808,31016.6126996901,29622.1974828955,33109.9084662709,34105.2901962021
"293",30306.582188777,31016.1526907554,29595.2786345347,33043.2080714056,34140.9295673434
"294",30136.477473485,31022.3559799406,29590.1341394113,33107.6640331426,34136.3360033578
"295",30160.0083272272,31038.9191832606,29586.7133007231,33117.1239775083,34096.0700933893
